id_venda;data_venda;cliente_id;produto_id;vendedor_responsavel_id;canal_venda;quantidade;preco_unitario;valor_bruto;desconto_percentual;valor_desconto;valor_liquido;custo_total;lucro_bruto;margem_percentual;forma_pagamento;parcelas;status;cidade_entrega;estado_entrega;centro_custo;observacoes
VEN0368;2025-12-18;CLI083;PROD080;FUN032;WhatsApp;2;139.03;278.06;15.0;41.71;236.35;160.0;76.35;32.3;Cartão de Débito;4;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0369;2025-12-18;CLI017;PROD018;FUN036;Loja Física;2;160.85;321.7;5.0;16.09;305.61;186.0;119.61;39.1;Cartão de Crédito;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0370;2025-12-18;CLI119;PROD044;FUN028;Loja Física;1;114.13;114.13;20.0;22.83;91.3;43.0;48.3;52.9;PIX;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0371;2025-12-18;CLI067;PROD035;FUN032;Loja Física;1;87.94;87.94;10.0;8.79;79.15;32.0;47.15;59.6;Cartão de Débito;6;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0372;2025-12-19;CLI097;PROD006;FUN039;E-commerce;1;76.32;76.32;10.0;7.63;68.69;35.0;33.69;49.0;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0373;2025-12-19;CLI002;PROD014;FUN027;E-commerce;4;373.62;1494.48;15.0;224.17;1270.31;672.0;598.31;47.1;Boleto;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0374;2025-12-19;CLI114;PROD043;FUN034;E-commerce;1;124.41;124.41;15.0;18.66;105.75;72.0;33.75;31.9;Cartão de Crédito;6;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0375;2025-12-19;CLI049;PROD016;FUN035;Loja Física;1;208.07;208.07;10.0;20.81;187.26;99.0;88.26;47.1;PIX;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0376;2025-12-19;CLI006;PROD018;FUN030;Loja Física;3;160.85;482.55;5.0;24.13;458.42;279.0;179.42;39.1;Boleto;6;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0377;2025-12-20;CLI089;PROD004;FUN022;E-commerce;3;59.03;177.09;15.0;26.56;150.53;84.0;66.53;44.2;Cartão de Crédito;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0378;2025-12-20;CLI006;PROD028;FUN022;WhatsApp;1;294.47;294.47;15.0;44.17;250.3;121.0;129.3;51.7;Boleto;6;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0379;2025-12-20;CLI060;PROD001;FUN024;E-commerce;1;144.71;144.71;5.0;7.24;137.47;67.0;70.47;51.3;Boleto;2;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0380;2025-12-20;CLI038;PROD038;FUN031;Loja Física;1;137.27;137.27;10.0;13.73;123.54;60.0;63.54;51.4;PIX;4;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0381;2025-12-21;CLI005;PROD013;FUN033;Loja Física;1;144.71;144.71;5.0;7.24;137.47;75.0;62.47;45.4;Boleto;1;Devolvida;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0382;2025-12-21;CLI073;PROD074;FUN024;E-commerce;1;145.05;145.05;5.0;7.25;137.8;73.0;64.8;47.0;PIX;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0383;2025-12-21;CLI052;PROD002;FUN022;Loja Física;3;386.26;1158.78;5.0;57.94;1100.84;441.0;659.84;59.9;Cartão de Crédito;4;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0384;2025-12-21;CLI074;PROD030;FUN022;Loja Física;1;102.21;102.21;15.0;15.33;86.88;39.0;47.88;55.1;Boleto;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0385;2025-12-21;CLI072;PROD004;FUN038;Loja Física;1;59.03;59.03;15.0;8.85;50.18;28.0;22.18;44.2;Boleto;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0386;2025-12-21;CLI046;PROD076;FUN029;Loja Física;2;149.13;298.26;15.0;44.74;253.52;152.0;101.52;40.0;Boleto;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0387;2025-12-21;CLI102;PROD034;FUN023;Loja Física;1;164.97;164.97;10.0;16.5;148.47;89.0;59.47;40.1;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0388;2025-12-22;CLI006;PROD037;FUN027;E-commerce;1;465.86;465.86;15.0;69.88;395.98;173.0;222.98;56.3;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0389;2025-12-22;CLI114;PROD046;FUN028;Loja Física;1;404.19;404.19;10.0;40.42;363.77;151.0;212.77;58.5;Cartão de Débito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0390;2025-12-22;CLI053;PROD037;FUN039;E-commerce;1;465.86;465.86;10.0;46.59;419.27;173.0;246.27;58.7;Cartão de Crédito;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0391;2025-12-22;CLI060;PROD048;FUN022;Loja Física;2;85.11;170.22;15.0;25.53;144.69;72.0;72.69;50.2;PIX;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0392;2025-12-22;CLI074;PROD033;FUN031;Loja Física;1;158.79;158.79;5.0;7.94;150.85;63.0;87.85;58.2;Cartão de Débito;2;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0393;2025-12-23;CLI081;PROD023;FUN035;Loja Física;2;481.91;963.82;5.0;48.19;0.0;354.0;0.0;0.0;PIX;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0394;2025-12-23;CLI053;PROD055;FUN027;E-commerce;1;210.16;210.16;15.0;31.52;0.0;104.0;0.0;0.0;Cartão de Débito;3;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0395;2025-12-23;CLI095;PROD065;FUN027;Loja Física;2;277.85;555.7;5.0;27.79;527.91;294.0;233.91;44.3;Cartão de Débito;6;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0396;2025-12-23;CLI042;PROD027;FUN023;E-commerce;3;74.8;224.4;10.0;22.44;201.96;84.0;117.96;58.4;PIX;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0397;2025-12-23;CLI116;PROD037;FUN039;Loja Física;2;465.86;931.72;10.0;93.17;838.55;346.0;492.55;58.7;Boleto;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0398;2025-12-24;CLI089;PROD014;FUN026;E-commerce;2;373.62;747.24;15.0;112.09;0.0;336.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0399;2025-12-24;CLI043;PROD076;FUN039;Loja Física;2;149.13;298.26;10.0;29.83;268.43;152.0;116.43;43.4;Cartão de Crédito;6;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0400;2025-12-24;CLI028;PROD023;FUN032;Loja Física;1;481.91;481.91;5.0;24.1;0.0;177.0;0.0;0.0;Cartão de Crédito;6;Cancelada;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0401;2025-12-24;CLI043;PROD038;FUN026;E-commerce;1;137.27;137.27;10.0;13.73;123.54;60.0;63.54;51.4;Cartão de Débito;4;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0402;2025-12-24;CLI081;PROD062;FUN025;E-commerce;2;176.28;352.56;5.0;17.63;334.93;176.0;158.93;47.5;Cartão de Débito;4;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0403;2025-12-24;CLI006;PROD019;FUN034;E-commerce;1;257.17;257.17;10.0;25.72;0.0;151.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0404;2025-12-25;CLI073;PROD077;FUN023;Loja Física;2;177.76;355.52;15.0;53.33;302.19;130.0;172.19;57.0;Boleto;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0405;2025-12-25;CLI044;PROD066;FUN029;E-commerce;1;204.6;204.6;10.0;20.46;184.14;80.0;104.14;56.6;Cartão de Crédito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0406;2025-12-25;CLI060;PROD024;FUN024;E-commerce;1;120.51;120.51;15.0;18.08;102.43;68.0;34.43;33.6;Boleto;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0407;2025-12-25;CLI081;PROD015;FUN039;Loja Física;1;304.13;304.13;15.0;45.62;0.0;112.0;0.0;0.0;Cartão de Débito;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0408;2025-12-25;CLI116;PROD028;FUN031;E-commerce;1;294.47;294.47;10.0;29.45;265.02;121.0;144.02;54.3;PIX;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0409;2025-12-25;CLI002;PROD066;FUN024;Loja Física;1;204.6;204.6;10.0;20.46;184.14;80.0;104.14;56.6;PIX;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0410;2025-12-26;CLI116;PROD046;FUN022;E-commerce;1;404.19;404.19;5.0;20.21;383.98;151.0;232.98;60.7;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0411;2025-12-26;CLI116;PROD022;FUN036;E-commerce;1;162.46;162.46;10.0;16.25;146.21;68.0;78.21;53.5;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0412;2025-12-26;CLI035;PROD049;FUN022;Loja Física;1;57.41;57.41;15.0;8.61;0.0;27.0;0.0;0.0;Boleto;3;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0413;2025-12-26;CLI114;PROD078;FUN031;E-commerce;3;300.12;900.36;10.0;90.04;810.32;408.0;402.32;49.6;Boleto;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0414;2025-12-26;CLI081;PROD058;FUN030;E-commerce;2;106.34;212.68;20.0;42.54;0.0;88.0;0.0;0.0;Boleto;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0415;2025-12-27;CLI098;PROD008;FUN027;Loja Física;1;374.42;374.42;10.0;37.44;336.98;152.0;184.98;54.9;PIX;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0416;2025-12-27;CLI074;PROD053;FUN037;Loja Física;1;369.45;369.45;15.0;55.42;314.03;165.0;149.03;47.5;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0417;2025-12-27;CLI060;PROD079;FUN039;E-commerce;1;293.22;293.22;15.0;43.98;0.0;123.0;0.0;0.0;Cartão de Débito;1;Cancelada;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0418;2025-12-27;CLI098;PROD072;FUN025;Loja Física;1;145.08;145.08;5.0;7.25;137.83;52.0;85.83;62.3;PIX;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0419;2025-12-28;CLI073;PROD072;FUN030;E-commerce;2;145.08;290.16;15.0;43.52;246.64;104.0;142.64;57.8;Cartão de Crédito;3;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0420;2025-12-28;CLI044;PROD007;FUN028;E-commerce;1;239.77;239.77;15.0;35.97;203.8;138.0;65.8;32.3;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0421;2025-12-28;CLI044;PROD035;FUN023;Loja Física;1;87.94;87.94;15.0;13.19;0.0;32.0;0.0;0.0;Cartão de Débito;1;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0422;2025-12-28;CLI060;PROD021;FUN021;Loja Física;3;369.09;1107.27;15.0;166.09;941.18;540.0;401.18;42.6;Cartão de Débito;3;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0423;2025-12-28;CLI042;PROD019;FUN021;E-commerce;1;257.17;257.17;15.0;38.58;218.59;151.0;67.59;30.9;Boleto;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0424;2025-12-28;CLI060;PROD026;FUN039;E-commerce;1;184.7;184.7;15.0;27.7;157.0;86.0;71.0;45.2;Cartão de Crédito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0425;2025-12-28;CLI074;PROD002;FUN038;E-commerce;1;386.26;386.26;10.0;38.63;347.63;147.0;200.63;57.7;Boleto;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0426;2025-12-28;CLI081;PROD023;FUN030;Loja Física;3;481.91;1445.73;10.0;144.57;1301.16;531.0;770.16;59.2;Boleto;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0427;2025-12-29;CLI078;PROD028;FUN034;E-commerce;1;294.47;294.47;10.0;29.45;265.02;121.0;144.02;54.3;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0428;2025-12-29;CLI043;PROD007;FUN036;E-commerce;1;239.77;239.77;10.0;23.98;215.79;138.0;77.79;36.0;Boleto;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0429;2025-12-29;CLI035;PROD041;FUN030;WhatsApp;1;261.74;261.74;15.0;39.26;222.48;132.0;90.48;40.7;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0430;2025-12-29;CLI013;PROD014;FUN029;Loja Física;2;373.62;747.24;5.0;37.36;709.88;336.0;373.88;52.7;Boleto;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0431;2025-12-30;CLI042;PROD021;FUN022;Loja Física;1;369.09;369.09;15.0;55.36;313.73;180.0;133.73;42.6;Cartão de Crédito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0432;2025-12-30;CLI114;PROD078;FUN025;E-commerce;1;300.12;300.12;10.0;30.01;270.11;136.0;134.11;49.7;Cartão de Crédito;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0433;2025-12-30;CLI101;PROD027;FUN027;Loja Física;3;74.8;224.4;10.0;22.44;201.96;84.0;117.96;58.4;PIX;2;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0434;2025-12-30;CLI042;PROD005;FUN021;E-commerce;2;159.53;319.06;15.0;47.86;271.2;124.0;147.2;54.3;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0435;2025-12-31;CLI107;PROD076;FUN029;Loja Física;2;149.13;298.26;10.0;29.83;268.43;152.0;116.43;43.4;Boleto;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0436;2025-12-31;CLI022;PROD002;FUN034;Loja Física;1;386.26;386.26;15.0;57.94;328.32;147.0;181.32;55.2;PIX;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0437;2025-12-31;CLI060;PROD020;FUN039;Loja Física;1;449.09;449.09;15.0;67.36;381.73;178.0;203.73;53.4;Cartão de Débito;4;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0438;2025-12-31;CLI079;PROD046;FUN035;E-commerce;1;404.19;404.19;5.0;20.21;383.98;151.0;232.98;60.7;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0439;2025-12-31;CLI090;PROD041;FUN025;Loja Física;2;261.74;523.48;10.0;52.35;471.13;264.0;207.13;44.0;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0440;2025-12-31;CLI080;PROD066;FUN033;E-commerce;1;204.6;204.6;10.0;20.46;184.14;80.0;104.14;56.6;PIX;3;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0441;2026-01-01;CLI014;PROD004;FUN027;E-commerce;1;59.03;59.03;0.0;0.0;0.0;28.0;0.0;0.0;Cartão de Crédito;2;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0442;2026-01-01;CLI010;PROD058;FUN032;Loja Física;1;106.34;106.34;0.0;0.0;106.34;44.0;62.34;58.6;Cartão de Débito;3;Devolvida;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0443;2026-01-01;CLI013;PROD073;FUN035;E-commerce;1;188.38;188.38;5.0;9.42;178.96;77.0;101.96;57.0;Cartão de Débito;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0444;2026-01-01;CLI042;PROD014;FUN034;Loja Física;3;373.62;1120.86;0.0;0.0;0.0;504.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0445;2026-01-01;CLI107;PROD052;FUN028;Loja Física;1;232.1;232.1;0.0;0.0;232.1;124.0;108.1;46.6;Cartão de Crédito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0446;2026-01-02;CLI101;PROD033;FUN028;Loja Física;4;158.79;635.16;0.0;0.0;635.16;252.0;383.16;60.3;Cartão de Débito;3;Devolvida;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0447;2026-01-04;CLI042;PROD079;FUN027;Loja Física;1;293.22;293.22;0.0;0.0;0.0;123.0;0.0;0.0;Boleto;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0448;2026-01-05;CLI081;PROD018;FUN023;Loja Física;1;160.85;160.85;0.0;0.0;160.85;93.0;67.85;42.2;Cartão de Crédito;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0449;2026-01-05;CLI104;PROD052;FUN025;E-commerce;1;232.1;232.1;0.0;0.0;232.1;124.0;108.1;46.6;Boleto;4;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0450;2026-01-05;CLI043;PROD020;FUN032;Loja Física;2;449.09;898.18;0.0;0.0;898.18;356.0;542.18;60.4;Boleto;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0451;2026-01-06;CLI060;PROD007;FUN025;E-commerce;2;239.77;479.54;0.0;0.0;479.54;276.0;203.54;42.4;Cartão de Débito;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0452;2026-01-06;CLI042;PROD022;FUN032;E-commerce;1;162.46;162.46;0.0;0.0;0.0;68.0;0.0;0.0;Cartão de Débito;2;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0453;2026-01-06;CLI074;PROD060;FUN027;Loja Física;2;355.5;711.0;0.0;0.0;711.0;314.0;397.0;55.8;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0454;2026-01-06;CLI060;PROD077;FUN033;E-commerce;2;177.76;355.52;0.0;0.0;355.52;130.0;225.52;63.4;Boleto;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0455;2026-01-06;CLI040;PROD004;FUN022;Loja Física;1;59.03;59.03;0.0;0.0;59.03;28.0;31.03;52.6;Boleto;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0456;2026-01-07;CLI060;PROD024;FUN027;E-commerce;4;120.51;482.04;0.0;0.0;482.04;272.0;210.04;43.6;PIX;2;Devolvida;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0457;2026-01-07;CLI060;PROD033;FUN037;Loja Física;1;158.79;158.79;0.0;0.0;158.79;63.0;95.79;60.3;Cartão de Débito;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0458;2026-01-08;CLI053;PROD058;FUN025;E-commerce;1;106.34;106.34;0.0;0.0;106.34;44.0;62.34;58.6;Cartão de Débito;2;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0459;2026-01-08;CLI043;PROD029;FUN024;E-commerce;2;298.41;596.82;0.0;0.0;596.82;336.0;260.82;43.7;Cartão de Débito;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0460;2026-01-08;CLI034;PROD003;FUN036;Loja Física;1;160.15;160.15;0.0;0.0;160.15;71.0;89.15;55.7;Boleto;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0461;2026-01-08;CLI042;PROD067;FUN038;E-commerce;1;400.84;400.84;0.0;0.0;400.84;148.0;252.84;63.1;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0462;2026-01-09;CLI073;PROD066;FUN022;WhatsApp;1;204.6;204.6;0.0;0.0;204.6;80.0;124.6;60.9;Cartão de Crédito;2;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0463;2026-01-09;CLI110;PROD013;FUN022;E-commerce;2;144.71;289.42;0.0;0.0;0.0;150.0;0.0;0.0;Boleto;1;Cancelada;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0464;2026-01-09;CLI112;PROD053;FUN030;Loja Física;1;369.45;369.45;0.0;0.0;369.45;165.0;204.45;55.3;Cartão de Crédito;4;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0465;2026-01-10;CLI117;PROD006;FUN033;E-commerce;2;76.32;152.64;0.0;0.0;0.0;70.0;0.0;0.0;Cartão de Crédito;1;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0466;2026-01-10;CLI002;PROD029;FUN035;E-commerce;2;298.41;596.82;0.0;0.0;596.82;336.0;260.82;43.7;PIX;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0467;2026-01-10;CLI002;PROD020;FUN038;E-commerce;1;449.09;449.09;0.0;0.0;449.09;178.0;271.09;60.4;PIX;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0468;2026-01-10;CLI081;PROD050;FUN024;E-commerce;2;321.78;643.56;5.0;32.18;611.38;340.0;271.38;44.4;Cartão de Débito;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0469;2026-01-10;CLI114;PROD013;FUN024;Loja Física;1;144.71;144.71;0.0;0.0;144.71;75.0;69.71;48.2;Cartão de Crédito;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0470;2026-01-10;CLI015;PROD005;FUN035;Loja Física;3;159.53;478.59;0.0;0.0;478.59;186.0;292.59;61.1;Cartão de Débito;6;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0471;2026-01-11;CLI002;PROD051;FUN030;Loja Física;2;366.05;732.1;0.0;0.0;0.0;358.0;0.0;0.0;Boleto;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0472;2026-01-11;CLI066;PROD014;FUN022;WhatsApp;1;373.62;373.62;0.0;0.0;0.0;168.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0473;2026-01-11;CLI039;PROD001;FUN029;Loja Física;1;144.71;144.71;0.0;0.0;144.71;67.0;77.71;53.7;Boleto;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0474;2026-01-11;CLI037;PROD005;FUN039;E-commerce;2;159.53;319.06;0.0;0.0;319.06;124.0;195.06;61.1;PIX;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0475;2026-01-12;CLI112;PROD050;FUN033;WhatsApp;1;321.78;321.78;0.0;0.0;321.78;170.0;151.78;47.2;PIX;4;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0476;2026-01-12;CLI112;PROD048;FUN030;Loja Física;1;85.11;85.11;0.0;0.0;0.0;36.0;0.0;0.0;PIX;4;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0477;2026-01-12;CLI104;PROD073;FUN039;Loja Física;2;188.38;376.76;0.0;0.0;376.76;154.0;222.76;59.1;Cartão de Crédito;3;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0478;2026-01-14;CLI030;PROD037;FUN030;Loja Física;1;465.86;465.86;0.0;0.0;465.86;173.0;292.86;62.9;Cartão de Crédito;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0479;2026-01-14;CLI104;PROD064;FUN032;E-commerce;2;241.43;482.86;0.0;0.0;482.86;216.0;266.86;55.3;Boleto;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0480;2026-01-15;CLI089;PROD014;FUN032;Loja Física;1;373.62;373.62;0.0;0.0;373.62;168.0;205.62;55.0;Boleto;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0481;2026-01-16;CLI116;PROD071;FUN036;Loja Física;2;242.96;485.92;0.0;0.0;485.92;204.0;281.92;58.0;Cartão de Crédito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0482;2026-01-18;CLI043;PROD046;FUN035;Loja Física;1;404.19;404.19;0.0;0.0;404.19;151.0;253.19;62.6;Cartão de Crédito;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0483;2026-01-19;CLI081;PROD021;FUN034;Loja Física;1;369.09;369.09;5.0;18.45;0.0;180.0;0.0;0.0;Boleto;2;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0484;2026-01-19;CLI053;PROD048;FUN036;Loja Física;1;85.11;85.11;0.0;0.0;0.0;36.0;0.0;0.0;PIX;6;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0485;2026-01-19;CLI066;PROD013;FUN036;E-commerce;1;144.71;144.71;0.0;0.0;144.71;75.0;69.71;48.2;Boleto;4;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0486;2026-01-19;CLI049;PROD064;FUN026;Loja Física;1;241.43;241.43;5.0;12.07;229.36;108.0;121.36;52.9;PIX;3;Devolvida;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0487;2026-01-20;CLI060;PROD064;FUN022;E-commerce;1;241.43;241.43;0.0;0.0;241.43;108.0;133.43;55.3;PIX;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0488;2026-01-20;CLI002;PROD013;FUN034;E-commerce;1;144.71;144.71;0.0;0.0;0.0;75.0;0.0;0.0;Cartão de Crédito;4;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
