id_compra;data_compra;fornecedor_id;produto_id;quantidade;custo_unitario;frete;valor_total;data_prevista_entrega;status;competencia
COMP02118;2025-12-02;FOR005;PROD056;18;71.32;45.0;1328.76;2025-12-22;Recebida;2025-12
COMP02119;2025-12-03;FOR017;PROD057;35;112.35;45.0;3977.25;2025-12-18;Recebida;2025-12
COMP02120;2025-12-02;FOR014;PROD058;11;155.87;45.0;1759.57;2025-12-12;Recebida;2025-12
COMP02121;2025-12-04;FOR016;PROD059;35;56.67;60.17;2043.62;2025-12-24;Recebida;2025-12
COMP02122;2025-12-03;FOR003;PROD060;20;91.48;45.0;1874.6;2025-12-10;Recebida;2025-12
COMP02123;2025-12-01;FOR007;PROD061;21;60.26;45.0;1310.46;2025-12-06;Recebida;2025-12
COMP02124;2025-12-05;FOR004;PROD062;20;76.22;45.0;1569.4;2025-12-25;Recebida;2025-12
COMP02125;2025-12-01;FOR005;PROD063;46;63.37;71.2;2986.22;2025-12-21;Recebida;2025-12
COMP02126;2025-12-03;FOR002;PROD064;44;45.6;67.3;2073.7;2025-12-10;Recebida;2025-12
COMP02127;2025-12-04;FOR010;PROD065;32;87.67;45.0;2850.44;2025-12-19;Recebida;2025-12
COMP02128;2025-12-02;FOR018;PROD066;28;76.48;45.0;2186.44;2025-12-07;Recebida;2025-12
COMP02129;2025-12-02;FOR014;PROD068;26;82.58;45.0;2192.08;2025-12-12;Recebida;2025-12
COMP02130;2025-12-04;FOR011;PROD069;29;91.17;45.0;2688.93;2025-12-16;Recebida;2025-12
COMP02131;2025-12-05;FOR012;PROD070;10;98.04;45.0;1025.4;2025-12-12;Recebida;2025-12
COMP02132;2025-12-02;FOR015;PROD071;16;69.73;45.0;1160.68;2025-12-17;Recebida;2025-12
COMP02133;2025-12-01;FOR014;PROD072;21;26.98;45.0;611.58;2025-12-11;Recebida;2025-12
COMP02134;2025-12-01;FOR005;PROD073;51;48.07;71.22;2522.79;2025-12-21;Recebida;2025-12
COMP02135;2025-12-03;FOR017;PROD074;22;72.06;45.0;1630.32;2025-12-18;Recebida;2025-12
COMP02136;2025-12-03;FOR011;PROD075;38;85.43;46.21;3292.55;2025-12-15;Recebida;2025-12
COMP02137;2025-12-04;FOR002;PROD076;10;159.6;45.0;1641.0;2025-12-11;Recebida;2025-12
COMP02138;2025-12-01;FOR018;PROD077;17;77.04;45.0;1354.68;2025-12-06;Recebida;2025-12
COMP02139;2025-12-01;FOR011;PROD078;29;81.41;45.0;2405.89;2025-12-13;Recebida;2025-12
COMP02140;2025-12-04;FOR014;PROD079;18;71.98;45.0;1340.64;2025-12-14;Recebida;2025-12
COMP02141;2025-12-04;FOR001;PROD080;15;53.18;45.0;842.7;2025-12-19;Recebida;2025-12
COMP02142;2026-01-05;FOR017;PROD001;35;33.33;57.97;1224.52;2026-01-20;Recebida;2026-01
COMP02143;2026-01-04;FOR009;PROD002;12;66.86;45.0;847.32;2026-01-14;Recebida;2026-01
COMP02144;2026-01-01;FOR017;PROD003;13;98.61;45.0;1326.93;2026-01-16;Recebida;2026-01
COMP02145;2026-01-03;FOR009;PROD004;21;152.28;45.0;3242.88;2026-01-13;Recebida;2026-01
COMP02146;2026-01-01;FOR009;PROD005;19;54.19;45.0;1074.61;2026-01-11;Recebida;2026-01
COMP02147;2026-01-05;FOR009;PROD006;17;72.07;45.0;1270.19;2026-01-15;Recebida;2026-01
COMP02148;2026-01-01;FOR006;PROD007;15;77.02;45.0;1200.3;2026-01-06;Recebida;2026-01
COMP02149;2026-01-03;FOR004;PROD008;11;89.09;45.0;1024.99;2026-01-23;Recebida;2026-01
COMP02150;2026-01-01;FOR015;PROD009;15;25.07;45.0;421.05;2026-01-16;Recebida;2026-01
COMP02151;2026-01-01;FOR003;PROD010;44;59.99;76.35;2715.91;2026-01-08;Recebida;2026-01
COMP02152;2026-01-04;FOR015;PROD011;16;76.81;45.0;1273.96;2026-01-19;Recebida;2026-01
COMP02153;2026-01-01;FOR007;PROD012;27;106.13;45.0;2910.51;2026-01-06;Recebida;2026-01
COMP02154;2026-01-01;FOR018;PROD013;16;117.27;45.0;1921.32;2026-01-06;Recebida;2026-01
COMP02155;2026-01-05;FOR006;PROD014;25;54.38;45.0;1404.5;2026-01-10;Recebida;2026-01
COMP02156;2026-01-04;FOR004;PROD015;24;82.54;45.0;2025.96;2026-01-24;Recebida;2026-01
COMP02157;2026-01-02;FOR008;PROD016;11;73.95;45.0;858.45;2026-01-17;Recebida;2026-01
COMP02158;2026-01-01;FOR014;PROD017;10;76.29;45.0;807.9;2026-01-11;Recebida;2026-01
COMP02159;2026-01-01;FOR010;PROD019;33;40.69;46.6;1389.37;2026-01-16;Recebida;2026-01
COMP02160;2026-01-02;FOR004;PROD020;13;101.1;45.0;1359.3;2026-01-22;Recebida;2026-01
COMP02161;2026-01-03;FOR004;PROD021;27;80.19;45.0;2210.13;2026-01-23;Recebida;2026-01
COMP02162;2026-01-03;FOR015;PROD022;10;155.26;45.0;1597.6;2026-01-18;Recebida;2026-01
COMP02163;2026-01-03;FOR015;PROD023;18;72.53;45.0;1350.54;2026-01-18;Recebida;2026-01
COMP02164;2026-01-01;FOR018;PROD024;32;95.01;53.69;3094.01;2026-01-06;Recebida;2026-01
COMP02165;2026-01-04;FOR012;PROD025;21;76.49;45.0;1651.29;2026-01-11;Recebida;2026-01
COMP02166;2026-01-05;FOR016;PROD026;17;99.44;45.0;1735.48;2026-01-25;Recebida;2026-01
COMP02167;2026-01-04;FOR015;PROD028;35;63.1;45.0;2253.5;2026-01-19;Recebida;2026-01
COMP02168;2026-01-04;FOR014;PROD029;18;82.56;45.0;1531.08;2026-01-14;Recebida;2026-01
COMP02169;2026-01-04;FOR001;PROD030;33;127.61;45.0;4256.13;2026-01-19;Recebida;2026-01
COMP02170;2026-01-05;FOR016;PROD031;11;134.98;45.0;1529.78;2026-01-25;Recebida;2026-01
COMP02171;2026-01-03;FOR004;PROD032;12;55.99;45.0;716.88;2026-01-23;Recebida;2026-01
COMP02172;2026-01-01;FOR016;PROD033;11;98.19;45.0;1125.09;2026-01-21;Recebida;2026-01
COMP02173;2026-01-01;FOR002;PROD034;14;63.37;45.0;932.18;2026-01-08;Recebida;2026-01
COMP02174;2026-01-02;FOR008;PROD035;13;86.01;45.0;1163.13;2026-01-17;Recebida;2026-01
COMP02175;2026-01-03;FOR006;PROD037;37;55.19;64.47;2106.5;2026-01-08;Recebida;2026-01
COMP02176;2026-01-04;FOR016;PROD038;18;78.85;45.0;1464.3;2026-01-24;Recebida;2026-01
COMP02177;2026-01-03;FOR011;PROD039;25;112.25;45.0;2851.25;2026-01-15;Recebida;2026-01
COMP02178;2026-01-04;FOR002;PROD040;13;125.11;45.0;1671.43;2026-01-11;Recebida;2026-01
COMP02179;2026-01-01;FOR017;PROD041;20;84.56;45.0;1736.2;2026-01-16;Recebida;2026-01
COMP02180;2026-01-01;FOR009;PROD042;28;87.13;45.0;2484.64;2026-01-11;Recebida;2026-01
COMP02181;2026-01-02;FOR002;PROD043;18;97.7;45.0;1803.6;2026-01-09;Recebida;2026-01
COMP02182;2026-01-04;FOR001;PROD044;14;65.6;45.0;963.4;2026-01-19;Recebida;2026-01
COMP02183;2026-01-02;FOR001;PROD046;45;59.87;61.35;2755.5;2026-01-17;Recebida;2026-01
COMP02184;2026-01-04;FOR009;PROD047;12;76.14;45.0;958.68;2026-01-14;Recebida;2026-01
COMP02185;2026-01-03;FOR015;PROD048;18;75.32;45.0;1400.76;2026-01-18;Recebida;2026-01
COMP02186;2026-01-03;FOR010;PROD050;12;84.51;45.0;1059.12;2026-01-18;Recebida;2026-01
COMP02187;2026-01-03;FOR008;PROD051;15;83.05;45.0;1290.75;2026-01-18;Recebida;2026-01
COMP02188;2026-01-02;FOR007;PROD052;27;85.54;45.0;2354.58;2026-01-07;Recebida;2026-01
COMP02189;2026-01-03;FOR002;PROD053;17;79.38;45.0;1394.46;2026-01-10;Recebida;2026-01
COMP02190;2026-01-03;FOR011;PROD054;10;32.39;45.0;368.9;2026-01-15;Recebida;2026-01
COMP02191;2026-01-01;FOR015;PROD055;50;41.98;81.89;2180.89;2026-01-16;Recebida;2026-01
COMP02192;2026-01-05;FOR005;PROD056;29;75.56;47.39;2238.63;2026-01-25;Recebida;2026-01
COMP02193;2026-01-05;FOR017;PROD057;22;118.51;45.0;2652.22;2026-01-20;Recebida;2026-01
COMP02194;2026-01-02;FOR014;PROD058;18;166.99;45.0;3050.82;2026-01-12;Recebida;2026-01
COMP02195;2026-01-03;FOR016;PROD059;28;60.31;45.0;1733.68;2026-01-23;Recebida;2026-01
COMP02196;2026-01-05;FOR003;PROD060;21;96.5;45.0;2071.5;2026-01-12;Recebida;2026-01
COMP02197;2026-01-04;FOR007;PROD061;12;64.45;45.0;818.4;2026-01-09;Recebida;2026-01
COMP02198;2026-01-01;FOR004;PROD062;15;77.68;45.0;1210.2;2026-01-21;Recebida;2026-01
COMP02199;2026-01-02;FOR005;PROD063;10;67.05;45.0;715.5;2026-01-22;Recebida;2026-01
COMP02200;2026-01-03;FOR002;PROD064;41;47.56;63.82;2013.78;2026-01-10;Recebida;2026-01
COMP02201;2026-01-04;FOR010;PROD065;24;89.69;45.0;2197.56;2026-01-19;Recebida;2026-01
COMP02202;2026-01-05;FOR018;PROD066;46;81.04;77.12;3804.96;2026-01-10;Recebida;2026-01
COMP02203;2026-01-02;FOR014;PROD068;26;87.03;45.0;2307.78;2026-01-12;Recebida;2026-01
COMP02204;2026-01-03;FOR011;PROD069;17;98.32;45.0;1716.44;2026-01-15;Recebida;2026-01
COMP02205;2026-01-01;FOR012;PROD070;10;102.99;45.0;1074.9;2026-01-08;Recebida;2026-01
COMP02206;2026-01-03;FOR014;PROD072;10;27.76;45.0;322.6;2026-01-13;Recebida;2026-01
COMP02207;2026-01-02;FOR005;PROD073;39;50.69;66.73;2043.64;2026-01-22;Recebida;2026-01
COMP02208;2026-01-01;FOR017;PROD074;18;75.41;45.0;1402.38;2026-01-16;Recebida;2026-01
COMP02209;2026-01-04;FOR011;PROD075;24;88.32;45.0;2164.68;2026-01-16;Recebida;2026-01
COMP02210;2026-01-04;FOR002;PROD076;10;168.35;45.0;1728.5;2026-01-11;Recebida;2026-01
COMP02211;2026-01-05;FOR018;PROD077;18;79.51;45.0;1476.18;2026-01-10;Recebida;2026-01
COMP02212;2026-01-02;FOR011;PROD078;17;86.45;45.0;1514.65;2026-01-14;Recebida;2026-01
COMP02213;2026-01-03;FOR014;PROD079;18;73.57;45.0;1369.26;2026-01-13;Recebida;2026-01
COMP02214;2026-02-02;FOR017;PROD001;29;34.2;47.98;1039.78;2026-02-17;Recebida;2026-02
COMP02215;2026-02-05;FOR009;PROD002;14;66.6;45.0;977.4;2026-02-15;Recebida;2026-02
COMP02216;2026-02-04;FOR017;PROD003;19;96.01;45.0;1869.19;2026-02-19;Recebida;2026-02
COMP02217;2026-02-03;FOR009;PROD004;13;152.68;45.0;2029.84;2026-02-13;Recebida;2026-02
COMP02218;2026-02-03;FOR009;PROD005;20;54.28;45.0;1130.6;2026-02-13;Recebida;2026-02
COMP02219;2026-02-05;FOR009;PROD006;16;72.2;45.0;1200.2;2026-02-15;Recebida;2026-02
COMP02220;2026-02-04;FOR006;PROD007;11;77.34;45.0;895.74;2026-02-09;Recebida;2026-02
COMP02221;2026-02-01;FOR004;PROD008;10;89.04;45.0;935.4;2026-02-21;Recebida;2026-02
COMP02222;2026-02-05;FOR015;PROD009;23;24.79;45.0;615.17;2026-02-20;Recebida;2026-02
COMP02223;2026-02-04;FOR003;PROD010;31;62.0;45.0;1967.0;2026-02-11;Recebida;2026-02
COMP02224;2026-02-03;FOR015;PROD011;14;76.08;45.0;1110.12;2026-02-18;Recebida;2026-02
COMP02225;2026-02-01;FOR007;PROD012;13;107.95;45.0;1448.35;2026-02-06;Recebida;2026-02
COMP02226;2026-02-04;FOR006;PROD014;22;53.21;45.0;1215.62;2026-02-09;Recebida;2026-02
COMP02227;2026-02-05;FOR004;PROD015;17;83.32;45.0;1461.44;2026-02-25;Recebida;2026-02
COMP02228;2026-02-02;FOR008;PROD016;18;73.01;45.0;1359.18;2026-02-17;Recebida;2026-02
COMP02229;2026-02-04;FOR001;PROD018;21;28.8;45.0;649.8;2026-02-19;Recebida;2026-02
COMP02230;2026-02-03;FOR010;PROD019;29;39.41;47.74;1190.63;2026-02-18;Recebida;2026-02
COMP02231;2026-02-03;FOR004;PROD020;10;98.09;45.0;1025.9;2026-02-23;Recebida;2026-02
COMP02232;2026-02-05;FOR004;PROD021;25;79.93;45.0;2043.25;2026-02-25;Recebida;2026-02
COMP02233;2026-02-03;FOR015;PROD022;10;155.74;45.0;1602.4;2026-02-18;Recebida;2026-02
COMP02234;2026-02-05;FOR015;PROD023;16;73.41;45.0;1219.56;2026-02-20;Recebida;2026-02
COMP02235;2026-02-02;FOR018;PROD024;22;94.2;45.0;2117.4;2026-02-07;Recebida;2026-02
COMP02236;2026-02-02;FOR012;PROD025;28;77.18;45.0;2206.04;2026-02-09;Recebida;2026-02
COMP02237;2026-02-02;FOR016;PROD026;12;99.86;45.0;1243.32;2026-02-22;Recebida;2026-02
COMP02238;2026-02-01;FOR002;PROD027;12;74.17;45.0;935.04;2026-02-08;Recebida;2026-02
COMP02239;2026-02-02;FOR015;PROD028;28;64.73;45.0;1857.44;2026-02-17;Recebida;2026-02
COMP02240;2026-02-05;FOR014;PROD029;14;81.68;45.0;1188.52;2026-02-15;Recebida;2026-02
COMP02241;2026-02-01;FOR001;PROD030;24;127.52;45.0;3105.48;2026-02-16;Recebida;2026-02
COMP02242;2026-02-01;FOR016;PROD031;11;135.05;45.0;1530.55;2026-02-21;Recebida;2026-02
COMP02243;2026-02-03;FOR004;PROD032;16;56.19;45.0;944.04;2026-02-23;Recebida;2026-02
COMP02244;2026-02-04;FOR016;PROD033;10;96.52;45.0;1010.2;2026-02-24;Recebida;2026-02
COMP02245;2026-02-02;FOR002;PROD034;12;63.95;45.0;812.4;2026-02-09;Recebida;2026-02
COMP02246;2026-02-03;FOR004;PROD036;10;40.02;45.0;445.2;2026-02-23;Recebida;2026-02
COMP02247;2026-02-02;FOR006;PROD037;17;55.04;45.0;980.68;2026-02-07;Recebida;2026-02
COMP02248;2026-02-01;FOR016;PROD038;24;79.09;45.0;1943.16;2026-02-21;Recebida;2026-02
COMP02249;2026-02-04;FOR011;PROD039;26;113.94;45.0;3007.44;2026-02-16;Recebida;2026-02
COMP02250;2026-02-05;FOR017;PROD041;19;84.02;45.0;1641.38;2026-02-20;Recebida;2026-02
COMP02251;2026-02-04;FOR009;PROD042;23;86.13;45.0;2025.99;2026-02-14;Recebida;2026-02
COMP02252;2026-02-04;FOR002;PROD043;10;97.39;45.0;1018.9;2026-02-11;Recebida;2026-02
COMP02253;2026-02-04;FOR001;PROD044;15;64.96;45.0;1019.4;2026-02-19;Recebida;2026-02
COMP02254;2026-02-01;FOR017;PROD045;23;31.31;45.0;765.13;2026-02-16;Recebida;2026-02
COMP02255;2026-02-04;FOR001;PROD046;39;59.18;45.0;2353.02;2026-02-19;Recebida;2026-02
COMP02256;2026-02-04;FOR009;PROD047;16;75.05;45.0;1245.8;2026-02-14;Recebida;2026-02
COMP02257;2026-02-05;FOR015;PROD048;11;74.2;45.0;861.2;2026-02-20;Recebida;2026-02
COMP02258;2026-02-04;FOR012;PROD049;10;125.55;45.0;1300.5;2026-02-11;Recebida;2026-02
COMP02259;2026-02-04;FOR010;PROD050;15;84.24;45.0;1308.6;2026-02-19;Recebida;2026-02
COMP02260;2026-02-03;FOR008;PROD051;17;83.69;45.0;1467.73;2026-02-18;Recebida;2026-02
COMP02261;2026-02-03;FOR007;PROD052;19;85.12;45.0;1662.28;2026-02-08;Recebida;2026-02
COMP02262;2026-02-03;FOR002;PROD053;11;79.59;45.0;920.49;2026-02-10;Recebida;2026-02
COMP02263;2026-02-02;FOR011;PROD054;29;31.81;45.0;967.49;2026-02-14;Recebida;2026-02
COMP02264;2026-02-01;FOR015;PROD055;27;41.65;45.0;1169.55;2026-02-16;Recebida;2026-02
COMP02265;2026-02-04;FOR005;PROD056;29;75.17;49.18;2229.11;2026-02-24;Recebida;2026-02
COMP02266;2026-02-01;FOR017;PROD057;22;117.63;45.0;2632.86;2026-02-16;Recebida;2026-02
COMP02267;2026-02-05;FOR016;PROD059;22;61.03;45.0;1387.66;2026-02-25;Recebida;2026-02
COMP02268;2026-02-03;FOR003;PROD060;10;95.39;45.0;998.9;2026-02-10;Recebida;2026-02
COMP02269;2026-02-03;FOR007;PROD061;10;63.46;45.0;679.6;2026-02-08;Recebida;2026-02
COMP02270;2026-02-04;FOR004;PROD062;10;78.99;45.0;834.9;2026-02-24;Recebida;2026-02
COMP02271;2026-02-01;FOR005;PROD063;13;65.97;45.0;902.61;2026-02-21;Recebida;2026-02
COMP02272;2026-02-05;FOR002;PROD064;40;47.81;50.37;1962.77;2026-02-12;Recebida;2026-02
COMP02273;2026-02-01;FOR010;PROD065;25;89.68;45.0;2287.0;2026-02-16;Recebida;2026-02
COMP02274;2026-02-01;FOR018;PROD066;29;78.68;45.0;2326.72;2026-02-06;Recebida;2026-02
COMP02275;2026-02-05;FOR015;PROD067;10;138.97;45.0;1434.7;2026-02-20;Recebida;2026-02
COMP02276;2026-02-04;FOR014;PROD068;19;87.95;45.0;1716.05;2026-02-14;Recebida;2026-02
COMP02277;2026-02-02;FOR011;PROD069;19;96.64;45.0;1881.16;2026-02-14;Recebida;2026-02
COMP02278;2026-02-02;FOR012;PROD070;10;103.55;45.0;1080.5;2026-02-09;Recebida;2026-02
COMP02279;2026-02-04;FOR015;PROD071;13;72.86;45.0;992.18;2026-02-19;Recebida;2026-02
COMP02280;2026-02-02;FOR005;PROD073;39;50.76;52.18;2031.82;2026-02-22;Recebida;2026-02
COMP02281;2026-02-02;FOR017;PROD074;22;75.36;45.0;1702.92;2026-02-17;Recebida;2026-02
COMP02282;2026-02-04;FOR011;PROD075;17;87.73;45.0;1536.41;2026-02-16;Recebida;2026-02
COMP02283;2026-02-05;FOR018;PROD077;11;81.69;45.0;943.59;2026-02-10;Recebida;2026-02
COMP02284;2026-02-02;FOR011;PROD078;18;85.06;45.0;1576.08;2026-02-14;Recebida;2026-02
COMP02285;2026-02-02;FOR014;PROD079;10;73.85;45.0;783.5;2026-02-12;Recebida;2026-02
COMP02286;2026-02-04;FOR001;PROD080;17;55.83;45.0;994.11;2026-02-19;Recebida;2026-02
COMP02287;2026-03-02;FOR017;PROD001;11;33.12;45.0;409.32;2026-03-17;Recebida;2026-03
COMP02288;2026-03-01;FOR009;PROD002;15;66.87;45.0;1048.05;2026-03-11;Recebida;2026-03
COMP02289;2026-03-02;FOR017;PROD003;15;95.53;45.0;1477.95;2026-03-17;Recebida;2026-03
COMP02290;2026-03-02;FOR009;PROD004;17;153.68;45.0;2657.56;2026-03-12;Recebida;2026-03
COMP02291;2026-03-01;FOR009;PROD005;17;54.85;45.0;977.45;2026-03-11;Recebida;2026-03
COMP02292;2026-03-02;FOR009;PROD006;18;71.53;45.0;1332.54;2026-03-12;Recebida;2026-03
COMP02293;2026-03-05;FOR006;PROD007;20;76.07;45.0;1566.4;2026-03-10;Recebida;2026-03
COMP02294;2026-03-05;FOR015;PROD009;18;25.08;45.0;496.44;2026-03-20;Recebida;2026-03
COMP02295;2026-03-05;FOR003;PROD010;23;61.57;45.0;1461.11;2026-03-12;Recebida;2026-03
COMP02296;2026-03-05;FOR015;PROD011;10;77.36;45.0;818.6;2026-03-20;Recebida;2026-03
COMP02297;2026-03-05;FOR007;PROD012;17;107.06;45.0;1865.02;2026-03-10;Recebida;2026-03
COMP02298;2026-03-05;FOR018;PROD013;14;120.16;45.0;1727.24;2026-03-10;Recebida;2026-03
COMP02299;2026-03-04;FOR006;PROD014;19;54.51;45.0;1080.69;2026-03-09;Recebida;2026-03
COMP02300;2026-03-02;FOR004;PROD015;12;81.56;45.0;1023.72;2026-03-22;Recebida;2026-03
COMP02301;2026-03-04;FOR008;PROD016;10;72.85;45.0;773.5;2026-03-19;Recebida;2026-03
COMP02302;2026-03-05;FOR014;PROD017;21;77.38;45.0;1669.98;2026-03-15;Recebida;2026-03
COMP02303;2026-03-04;FOR001;PROD018;25;34.21;45.0;900.25;2026-03-19;Recebida;2026-03
COMP02304;2026-03-01;FOR010;PROD019;24;40.15;45.0;1008.6;2026-03-16;Recebida;2026-03
COMP02305;2026-03-01;FOR004;PROD020;12;98.65;45.0;1228.8;2026-03-21;Recebida;2026-03
COMP02306;2026-03-02;FOR004;PROD021;11;80.51;45.0;930.61;2026-03-22;Recebida;2026-03
COMP02307;2026-03-03;FOR015;PROD022;10;155.52;45.0;1600.2;2026-03-18;Recebida;2026-03
COMP02308;2026-03-05;FOR015;PROD023;12;73.18;45.0;923.16;2026-03-20;Recebida;2026-03
COMP02309;2026-03-02;FOR018;PROD024;10;95.38;45.0;998.8;2026-03-07;Recebida;2026-03
COMP02310;2026-03-03;FOR012;PROD025;17;77.43;45.0;1361.31;2026-03-10;Recebida;2026-03
COMP02311;2026-03-04;FOR016;PROD026;13;99.45;45.0;1337.85;2026-03-24;Recebida;2026-03
COMP02312;2026-03-01;FOR002;PROD027;16;74.66;45.0;1239.56;2026-03-08;Recebida;2026-03
COMP02313;2026-03-04;FOR015;PROD028;10;63.99;45.0;684.9;2026-03-19;Recebida;2026-03
COMP02314;2026-03-05;FOR014;PROD029;11;80.19;45.0;927.09;2026-03-15;Recebida;2026-03
COMP02315;2026-03-01;FOR001;PROD030;22;148.24;45.0;3306.28;2026-03-16;Recebida;2026-03
COMP02316;2026-03-02;FOR016;PROD031;15;134.03;45.0;2055.45;2026-03-22;Recebida;2026-03
COMP02317;2026-03-03;FOR004;PROD032;13;57.17;45.0;788.21;2026-03-23;Recebida;2026-03
COMP02318;2026-03-02;FOR016;PROD033;13;95.61;45.0;1287.93;2026-03-22;Recebida;2026-03
COMP02319;2026-03-01;FOR002;PROD034;14;62.37;45.0;918.18;2026-03-08;Recebida;2026-03
COMP02320;2026-03-02;FOR008;PROD035;10;85.78;45.0;902.8;2026-03-17;Recebida;2026-03
COMP02321;2026-03-03;FOR004;PROD036;21;40.28;45.0;890.88;2026-03-23;Recebida;2026-03
COMP02322;2026-03-03;FOR006;PROD037;20;55.57;45.0;1156.4;2026-03-08;Recebida;2026-03
COMP02323;2026-03-04;FOR016;PROD038;12;77.28;45.0;972.36;2026-03-24;Recebida;2026-03
COMP02324;2026-03-01;FOR011;PROD039;19;114.34;45.0;2217.46;2026-03-13;Recebida;2026-03
COMP02325;2026-03-01;FOR017;PROD041;21;85.0;45.0;1830.0;2026-03-16;Recebida;2026-03
COMP02326;2026-03-03;FOR009;PROD042;21;87.39;45.0;1880.19;2026-03-13;Recebida;2026-03
COMP02327;2026-03-04;FOR002;PROD043;11;97.29;45.0;1115.19;2026-03-11;Recebida;2026-03
COMP02328;2026-03-04;FOR001;PROD044;13;77.93;45.0;1058.09;2026-03-19;Recebida;2026-03
COMP02329;2026-03-02;FOR017;PROD045;28;31.88;45.0;937.64;2026-03-17;Recebida;2026-03
COMP02330;2026-03-01;FOR001;PROD046;26;70.25;45.0;1871.5;2026-03-16;Recebida;2026-03
COMP02331;2026-03-04;FOR009;PROD047;19;76.54;45.0;1499.26;2026-03-14;Recebida;2026-03
COMP02332;2026-03-04;FOR015;PROD048;10;75.29;45.0;797.9;2026-03-19;Recebida;2026-03
COMP02333;2026-03-04;FOR010;PROD050;12;85.82;45.0;1074.84;2026-03-19;Recebida;2026-03
COMP02334;2026-03-02;FOR008;PROD051;16;85.19;45.0;1408.04;2026-03-17;Recebida;2026-03
COMP02335;2026-03-03;FOR007;PROD052;19;83.94;45.0;1639.86;2026-03-08;Recebida;2026-03
COMP02336;2026-03-03;FOR002;PROD053;13;79.99;45.0;1084.87;2026-03-10;Recebida;2026-03
COMP02337;2026-03-01;FOR011;PROD054;18;31.81;45.0;617.58;2026-03-13;Recebida;2026-03
COMP02338;2026-03-02;FOR015;PROD055;15;41.38;45.0;665.7;2026-03-17;Recebida;2026-03
COMP02339;2026-03-05;FOR005;PROD056;15;74.06;45.0;1155.9;2026-03-25;Recebida;2026-03
COMP02340;2026-03-01;FOR017;PROD057;20;116.98;45.0;2384.6;2026-03-16;Recebida;2026-03
COMP02341;2026-03-02;FOR014;PROD058;15;167.4;45.0;2556.0;2026-03-12;Recebida;2026-03
COMP02342;2026-03-01;FOR016;PROD059;13;61.21;45.0;840.73;2026-03-21;Recebida;2026-03
COMP02343;2026-03-03;FOR003;PROD060;10;95.85;45.0;1003.5;2026-03-10;Recebida;2026-03
COMP02344;2026-03-01;FOR007;PROD061;10;64.46;45.0;689.6;2026-03-06;Recebida;2026-03
COMP02345;2026-03-05;FOR004;PROD062;29;79.67;48.47;2358.9;2026-03-25;Recebida;2026-03
COMP02346;2026-03-05;FOR005;PROD063;14;65.58;45.0;963.12;2026-03-25;Recebida;2026-03
COMP02347;2026-03-03;FOR002;PROD064;31;48.27;47.77;1544.14;2026-03-10;Recebida;2026-03
COMP02348;2026-03-01;FOR010;PROD065;28;92.73;45.31;2641.75;2026-03-16;Recebida;2026-03
COMP02349;2026-03-01;FOR018;PROD066;22;80.02;45.0;1805.44;2026-03-06;Recebida;2026-03
COMP02350;2026-03-03;FOR014;PROD068;11;86.23;45.0;993.53;2026-03-13;Recebida;2026-03
COMP02351;2026-03-01;FOR011;PROD069;10;95.75;45.0;1002.5;2026-03-13;Recebida;2026-03
COMP02352;2026-03-05;FOR015;PROD071;18;74.69;45.0;1389.42;2026-03-20;Recebida;2026-03
COMP02353;2026-03-04;FOR014;PROD072;16;27.53;45.0;485.48;2026-03-14;Recebida;2026-03
COMP02354;2026-03-05;FOR005;PROD073;21;51.22;45.0;1120.62;2026-03-25;Recebida;2026-03
COMP02355;2026-03-04;FOR017;PROD074;15;75.65;45.0;1179.75;2026-03-19;Recebida;2026-03
COMP02356;2026-03-04;FOR011;PROD075;22;90.29;45.0;2031.38;2026-03-16;Recebida;2026-03
COMP02357;2026-03-02;FOR002;PROD076;10;169.07;45.0;1735.7;2026-03-09;Recebida;2026-03
COMP02358;2026-03-03;FOR011;PROD078;15;85.58;45.0;1328.7;2026-03-15;Recebida;2026-03
COMP02359;2026-03-03;FOR014;PROD079;23;74.15;45.0;1750.45;2026-03-13;Recebida;2026-03
COMP02360;2026-04-01;FOR017;PROD001;18;34.02;45.0;657.36;2026-04-16;Recebida;2026-04
COMP02361;2026-04-04;FOR009;PROD002;10;65.7;45.0;702.0;2026-04-14;Recebida;2026-04
COMP02362;2026-04-04;FOR017;PROD003;10;98.17;45.0;1026.7;2026-04-19;Recebida;2026-04
COMP02363;2026-04-04;FOR009;PROD004;23;151.54;45.0;3530.42;2026-04-14;Recebida;2026-04
COMP02364;2026-04-02;FOR009;PROD005;11;54.85;45.0;648.35;2026-04-12;Recebida;2026-04
COMP02365;2026-04-04;FOR009;PROD006;12;71.98;45.0;908.76;2026-04-14;Recebida;2026-04
COMP02366;2026-04-01;FOR006;PROD007;12;75.98;45.0;956.76;2026-04-06;Recebida;2026-04
COMP02367;2026-04-03;FOR004;PROD008;16;88.84;45.0;1466.44;2026-04-23;Recebida;2026-04
COMP02368;2026-04-03;FOR015;PROD009;25;24.5;45.0;657.5;2026-04-18;Recebida;2026-04
COMP02369;2026-04-02;FOR003;PROD010;23;60.51;45.0;1436.73;2026-04-09;Recebida;2026-04
COMP02370;2026-04-03;FOR015;PROD011;10;75.89;45.0;803.9;2026-04-18;Recebida;2026-04
COMP02371;2026-04-01;FOR018;PROD013;24;118.53;45.0;2889.72;2026-04-06;Recebida;2026-04
