id_movimentacao;data_movimentacao;tipo;categoria;descricao;valor;origem;origem_id;competencia
MOV037249;2026-04-25;Receita;Vendas;Recebimento da venda VEN026818;59.69;Conta a Receber;CR034704;2026-03
MOV037250;2026-04-21;Receita;Vendas;Recebimento da venda VEN026819;179.07;Conta a Receber;CR034705;2026-03
MOV037251;2026-04-08;Receita;Vendas;Recebimento da venda VEN026820;59.69;Conta a Receber;CR034706;2026-03
MOV037252;2026-05-08;Receita;Vendas;Recebimento da venda VEN026820;59.69;Conta a Receber;CR034707;2026-03
MOV037253;2026-03-02;Receita;Vendas;Recebimento da venda VEN026821;56.71;Conta a Receber;CR034708;2026-03
MOV037254;2026-04-20;Receita;Vendas;Recebimento da venda VEN026822;59.69;Conta a Receber;CR034709;2026-03
MOV037255;2026-04-10;Receita;Vendas;Recebimento da venda VEN026823;59.69;Conta a Receber;CR034710;2026-03
MOV037256;2026-04-23;Receita;Vendas;Recebimento da venda VEN026824;85.73;Conta a Receber;CR034711;2026-03
MOV037257;2026-04-03;Receita;Vendas;Recebimento da venda VEN026825;90.24;Conta a Receber;CR034712;2026-03
MOV037258;2026-04-01;Receita;Vendas;Recebimento da venda VEN026826;90.24;Conta a Receber;CR034713;2026-03
MOV037259;2026-03-25;Receita;Vendas;Recebimento da venda VEN026827;90.24;Conta a Receber;CR034714;2026-03
MOV037260;2026-03-25;Receita;Vendas;Recebimento da venda VEN026828;90.24;Conta a Receber;CR034715;2026-03
MOV037261;2026-04-23;Receita;Vendas;Recebimento da venda VEN026829;114.3;Conta a Receber;CR034716;2026-03
MOV037262;2026-05-25;Receita;Vendas;Recebimento da venda VEN026829;114.3;Conta a Receber;CR034717;2026-03
MOV037263;2026-06-24;Receita;Vendas;Recebimento da venda VEN026829;114.31;Conta a Receber;CR034718;2026-03
MOV037264;2026-04-12;Receita;Vendas;Recebimento da venda VEN026830;90.24;Conta a Receber;CR034719;2026-03
MOV037265;2026-03-09;Receita;Vendas;Recebimento da venda VEN026831;180.48;Conta a Receber;CR034720;2026-03
MOV037266;2026-04-25;Receita;Vendas;Recebimento da venda VEN026832;90.24;Conta a Receber;CR034721;2026-03
MOV037267;2026-03-02;Receita;Vendas;Recebimento da venda VEN026833;90.24;Conta a Receber;CR034722;2026-03
MOV037268;2026-04-08;Receita;Vendas;Recebimento da venda VEN026834;171.46;Conta a Receber;CR034723;2026-03
MOV037269;2026-04-20;Receita;Vendas;Recebimento da venda VEN026835;90.24;Conta a Receber;CR034724;2026-03
MOV037270;2026-03-01;Receita;Vendas;Recebimento da venda VEN026836;90.24;Conta a Receber;CR034725;2026-03
MOV037271;2026-04-17;Receita;Vendas;Recebimento da venda VEN026837;30.08;Conta a Receber;CR034726;2026-03
MOV037272;2026-05-18;Receita;Vendas;Recebimento da venda VEN026837;30.08;Conta a Receber;CR034727;2026-03
MOV037273;2026-06-17;Receita;Vendas;Recebimento da venda VEN026837;30.08;Conta a Receber;CR034728;2026-03
MOV037274;2026-04-23;Receita;Vendas;Recebimento da venda VEN026838;90.24;Conta a Receber;CR034729;2026-03
MOV037275;2026-03-13;Receita;Vendas;Recebimento da venda VEN026839;85.73;Conta a Receber;CR034730;2026-03
MOV037276;2026-03-28;Receita;Vendas;Recebimento da venda VEN026840;360.96;Conta a Receber;CR034731;2026-03
MOV037277;2026-04-05;Receita;Vendas;Recebimento da venda VEN026841;201.34;Conta a Receber;CR034732;2026-03
MOV037278;2026-04-01;Receita;Vendas;Recebimento da venda VEN026842;402.68;Conta a Receber;CR034733;2026-03
MOV037279;2026-04-06;Receita;Vendas;Recebimento da venda VEN026843;201.34;Conta a Receber;CR034734;2026-03
MOV037280;2026-03-30;Receita;Vendas;Recebimento da venda VEN026844;201.34;Conta a Receber;CR034735;2026-03
MOV037281;2026-04-04;Receita;Vendas;Recebimento da venda VEN026845;201.34;Conta a Receber;CR034736;2026-03
MOV037282;2026-05-06;Receita;Vendas;Recebimento da venda VEN026845;201.34;Conta a Receber;CR034737;2026-03
MOV037283;2026-04-30;Receita;Vendas;Recebimento da venda VEN026846;201.34;Conta a Receber;CR034738;2026-03
MOV037284;2026-03-19;Receita;Vendas;Recebimento da venda VEN026847;805.36;Conta a Receber;CR034739;2026-03
MOV037285;2026-04-10;Receita;Vendas;Recebimento da venda VEN026848;545.46;Conta a Receber;CR034740;2026-03
MOV037286;2026-03-29;Receita;Vendas;Recebimento da venda VEN026849;363.64;Conta a Receber;CR034741;2026-03
MOV037287;2026-04-01;Receita;Vendas;Recebimento da venda VEN026850;363.64;Conta a Receber;CR034742;2026-03
MOV037288;2026-03-26;Receita;Vendas;Recebimento da venda VEN026851;172.73;Conta a Receber;CR034743;2026-03
MOV037289;2026-03-13;Receita;Vendas;Recebimento da venda VEN026852;181.82;Conta a Receber;CR034744;2026-03
MOV037290;2026-04-30;Receita;Vendas;Recebimento da venda VEN026853;121.21;Conta a Receber;CR034745;2026-03
MOV037291;2026-05-29;Receita;Vendas;Recebimento da venda VEN026853;121.21;Conta a Receber;CR034746;2026-03
MOV037292;2026-06-30;Receita;Vendas;Recebimento da venda VEN026853;121.22;Conta a Receber;CR034747;2026-03
MOV037293;2026-04-18;Receita;Vendas;Recebimento da venda VEN026854;242.43;Conta a Receber;CR034748;2026-03
MOV037294;2026-05-17;Receita;Vendas;Recebimento da venda VEN026854;242.43;Conta a Receber;CR034749;2026-03
MOV037295;2026-06-16;Receita;Vendas;Recebimento da venda VEN026854;242.42;Conta a Receber;CR034750;2026-03
MOV037296;2026-03-16;Receita;Vendas;Recebimento da venda VEN026855;363.64;Conta a Receber;CR034751;2026-03
MOV037297;2026-03-10;Receita;Vendas;Recebimento da venda VEN026856;537.36;Conta a Receber;CR034752;2026-03
MOV037298;2026-04-03;Receita;Vendas;Recebimento da venda VEN026857;282.82;Conta a Receber;CR034753;2026-03
MOV037299;2026-03-11;Receita;Vendas;Recebimento da venda VEN026858;268.68;Conta a Receber;CR034754;2026-03
MOV037300;2026-03-07;Receita;Vendas;Recebimento da venda VEN026859;848.46;Conta a Receber;CR034755;2026-03
MOV037301;2026-03-17;Receita;Vendas;Recebimento da venda VEN026860;282.82;Conta a Receber;CR034756;2026-03
MOV037302;2026-03-10;Receita;Vendas;Recebimento da venda VEN026861;282.82;Conta a Receber;CR034757;2026-03
MOV037303;2026-04-25;Receita;Vendas;Recebimento da venda VEN026862;141.41;Conta a Receber;CR034758;2026-03
MOV037304;2026-05-25;Receita;Vendas;Recebimento da venda VEN026862;141.41;Conta a Receber;CR034759;2026-03
MOV037305;2026-04-09;Receita;Vendas;Recebimento da venda VEN026863;163.68;Conta a Receber;CR034760;2026-03
MOV037306;2026-03-31;Receita;Vendas;Recebimento da venda VEN026864;327.36;Conta a Receber;CR034761;2026-03
MOV037307;2026-04-28;Receita;Vendas;Recebimento da venda VEN026865;54.56;Conta a Receber;CR034762;2026-03
MOV037308;2026-05-30;Receita;Vendas;Recebimento da venda VEN026865;54.56;Conta a Receber;CR034763;2026-03
MOV037309;2026-06-28;Receita;Vendas;Recebimento da venda VEN026865;54.56;Conta a Receber;CR034764;2026-03
MOV037310;2026-04-27;Receita;Vendas;Recebimento da venda VEN026866;54.56;Conta a Receber;CR034765;2026-03
MOV037311;2026-05-27;Receita;Vendas;Recebimento da venda VEN026866;54.56;Conta a Receber;CR034766;2026-03
MOV037312;2026-06-27;Receita;Vendas;Recebimento da venda VEN026866;54.56;Conta a Receber;CR034767;2026-03
MOV037313;2026-03-12;Receita;Vendas;Recebimento da venda VEN026867;163.68;Conta a Receber;CR034768;2026-03
MOV037314;2026-03-24;Receita;Vendas;Recebimento da venda VEN026868;163.68;Conta a Receber;CR034769;2026-03
MOV037315;2026-03-31;Receita;Vendas;Recebimento da venda VEN026869;491.04;Conta a Receber;CR034770;2026-03
MOV037316;2026-04-11;Receita;Vendas;Recebimento da venda VEN026870;327.36;Conta a Receber;CR034771;2026-03
MOV037317;2026-05-10;Receita;Vendas;Recebimento da venda VEN026870;327.36;Conta a Receber;CR034772;2026-03
MOV037318;2026-03-06;Receita;Vendas;Recebimento da venda VEN026871;163.68;Conta a Receber;CR034773;2026-03
MOV037319;2026-03-06;Receita;Vendas;Recebimento da venda VEN026872;430.96;Conta a Receber;CR034774;2026-03
MOV037320;2026-03-23;Receita;Vendas;Recebimento da venda VEN026873;646.44;Conta a Receber;CR034775;2026-03
MOV037321;2026-04-06;Receita;Vendas;Recebimento da venda VEN026874;430.96;Conta a Receber;CR034776;2026-03
MOV037322;2026-03-30;Receita;Vendas;Recebimento da venda VEN026875;215.48;Conta a Receber;CR034777;2026-03
MOV037323;2026-04-19;Receita;Vendas;Recebimento da venda VEN026876;107.74;Conta a Receber;CR034778;2026-03
MOV037324;2026-05-19;Receita;Vendas;Recebimento da venda VEN026876;107.74;Conta a Receber;CR034779;2026-03
MOV037325;2026-03-31;Receita;Vendas;Recebimento da venda VEN026877;430.96;Conta a Receber;CR034780;2026-03
MOV037326;2026-03-01;Receita;Vendas;Recebimento da venda VEN026878;215.48;Conta a Receber;CR034781;2026-03
MOV037327;2026-03-08;Receita;Vendas;Recebimento da venda VEN026879;204.71;Conta a Receber;CR034782;2026-03
MOV037328;2026-03-17;Receita;Vendas;Recebimento da venda VEN026880;215.48;Conta a Receber;CR034783;2026-03
MOV037329;2026-04-09;Receita;Vendas;Recebimento da venda VEN026881;147.37;Conta a Receber;CR034784;2026-03
MOV037330;2026-03-14;Receita;Vendas;Recebimento da venda VEN026882;280.0;Conta a Receber;CR034785;2026-03
MOV037331;2026-03-03;Receita;Vendas;Recebimento da venda VEN026883;420.0;Conta a Receber;CR034786;2026-03
MOV037332;2026-03-29;Receita;Vendas;Recebimento da venda VEN026884;294.74;Conta a Receber;CR034787;2026-03
MOV037333;2026-03-29;Receita;Vendas;Recebimento da venda VEN026885;147.37;Conta a Receber;CR034788;2026-03
MOV037334;2026-04-16;Receita;Vendas;Recebimento da venda VEN026886;73.69;Conta a Receber;CR034789;2026-03
MOV037335;2026-05-16;Receita;Vendas;Recebimento da venda VEN026886;73.68;Conta a Receber;CR034790;2026-03
MOV037336;2026-03-31;Receita;Vendas;Recebimento da venda VEN026887;442.11;Conta a Receber;CR034791;2026-03
MOV037337;2026-04-15;Receita;Vendas;Recebimento da venda VEN026888;147.37;Conta a Receber;CR034792;2026-03
MOV037338;2026-04-02;Receita;Vendas;Recebimento da venda VEN026889;140.0;Conta a Receber;CR034793;2026-03
MOV037339;2026-05-02;Receita;Vendas;Recebimento da venda VEN026889;140.0;Conta a Receber;CR034794;2026-03
MOV037340;2026-03-02;Receita;Vendas;Recebimento da venda VEN026890;420.0;Conta a Receber;CR034795;2026-03
MOV037341;2026-04-24;Receita;Vendas;Recebimento da venda VEN026891;98.25;Conta a Receber;CR034796;2026-03
MOV037342;2026-05-22;Receita;Vendas;Recebimento da venda VEN026891;98.25;Conta a Receber;CR034797;2026-03
MOV037343;2026-06-21;Receita;Vendas;Recebimento da venda VEN026891;98.24;Conta a Receber;CR034798;2026-03
MOV037344;2026-04-05;Receita;Vendas;Recebimento da venda VEN026892;478.9;Conta a Receber;CR034799;2026-03
MOV037345;2026-03-07;Receita;Vendas;Recebimento da venda VEN026893;909.91;Conta a Receber;CR034800;2026-03
MOV037346;2026-03-10;Receita;Vendas;Recebimento da venda VEN026894;454.95;Conta a Receber;CR034801;2026-03
MOV037347;2026-04-16;Receita;Vendas;Recebimento da venda VEN026895;79.82;Conta a Receber;CR034802;2026-03
MOV037348;2026-05-16;Receita;Vendas;Recebimento da venda VEN026895;79.82;Conta a Receber;CR034803;2026-03
MOV037349;2026-06-15;Receita;Vendas;Recebimento da venda VEN026895;79.81;Conta a Receber;CR034804;2026-03
MOV037350;2026-04-18;Receita;Vendas;Recebimento da venda VEN026896;239.45;Conta a Receber;CR034805;2026-03
MOV037351;2026-03-05;Receita;Vendas;Recebimento da venda VEN026897;227.48;Conta a Receber;CR034806;2026-03
MOV037352;2026-03-12;Receita;Vendas;Recebimento da venda VEN026898;239.45;Conta a Receber;CR034807;2026-03
MOV037353;2026-04-28;Receita;Vendas;Recebimento da venda VEN026899;551.64;Conta a Receber;CR034808;2026-03
MOV037354;2026-04-22;Receita;Vendas;Recebimento da venda VEN026900;367.76;Conta a Receber;CR034809;2026-03
MOV037355;2026-04-13;Receita;Vendas;Recebimento da venda VEN026901;61.29;Conta a Receber;CR034810;2026-03
MOV037356;2026-05-11;Receita;Vendas;Recebimento da venda VEN026901;61.29;Conta a Receber;CR034811;2026-03
MOV037357;2026-06-10;Receita;Vendas;Recebimento da venda VEN026901;61.3;Conta a Receber;CR034812;2026-03
MOV037358;2026-04-07;Receita;Vendas;Recebimento da venda VEN026902;735.52;Conta a Receber;CR034813;2026-03
MOV037359;2026-03-14;Receita;Vendas;Recebimento da venda VEN026903;131.65;Conta a Receber;CR034814;2026-03
MOV037360;2026-03-02;Receita;Vendas;Recebimento da venda VEN026904;277.16;Conta a Receber;CR034815;2026-03
MOV037361;2026-03-09;Receita;Vendas;Recebimento da venda VEN026905;277.16;Conta a Receber;CR034816;2026-03
MOV037362;2026-03-31;Receita;Vendas;Recebimento da venda VEN026906;138.58;Conta a Receber;CR034817;2026-03
MOV037363;2026-04-30;Receita;Vendas;Recebimento da venda VEN026906;138.58;Conta a Receber;CR034818;2026-03
MOV037364;2026-05-30;Receita;Vendas;Recebimento da venda VEN026906;138.58;Conta a Receber;CR034819;2026-03
MOV037365;2026-04-25;Receita;Vendas;Recebimento da venda VEN026907;277.16;Conta a Receber;CR034820;2026-03
MOV037366;2026-03-09;Receita;Vendas;Recebimento da venda VEN026908;131.65;Conta a Receber;CR034821;2026-03
MOV037367;2026-03-31;Receita;Vendas;Recebimento da venda VEN026909;138.58;Conta a Receber;CR034822;2026-03
MOV037368;2026-04-27;Receita;Vendas;Recebimento da venda VEN026910;263.3;Conta a Receber;CR034823;2026-03
MOV037369;2026-04-22;Receita;Vendas;Recebimento da venda VEN026911;263.3;Conta a Receber;CR034824;2026-03
MOV037370;2026-04-19;Receita;Vendas;Recebimento da venda VEN026912;131.65;Conta a Receber;CR034825;2026-03
MOV037371;2026-03-04;Receita;Vendas;Recebimento da venda VEN026913;415.74;Conta a Receber;CR034826;2026-03
MOV037372;2026-04-23;Receita;Vendas;Recebimento da venda VEN026914;175.02;Conta a Receber;CR034827;2026-03
MOV037373;2026-04-18;Receita;Vendas;Recebimento da venda VEN026915;175.02;Conta a Receber;CR034828;2026-03
MOV037374;2026-05-16;Receita;Vendas;Recebimento da venda VEN026915;175.02;Conta a Receber;CR034829;2026-03
MOV037375;2026-04-09;Receita;Vendas;Recebimento da venda VEN026916;350.04;Conta a Receber;CR034830;2026-03
MOV037376;2026-05-08;Receita;Vendas;Recebimento da venda VEN026916;350.04;Conta a Receber;CR034831;2026-03
MOV037377;2026-04-24;Receita;Vendas;Recebimento da venda VEN026917;175.02;Conta a Receber;CR034832;2026-03
MOV037378;2026-04-13;Receita;Vendas;Recebimento da venda VEN026918;350.04;Conta a Receber;CR034833;2026-03
MOV037379;2026-03-03;Receita;Vendas;Recebimento da venda VEN026919;175.02;Conta a Receber;CR034834;2026-03
MOV037380;2026-04-06;Receita;Vendas;Recebimento da venda VEN026920;332.54;Conta a Receber;CR034835;2026-03
MOV037381;2026-03-22;Receita;Vendas;Recebimento da venda VEN026921;265.34;Conta a Receber;CR034836;2026-03
MOV037382;2026-04-28;Receita;Vendas;Recebimento da venda VEN026922;265.34;Conta a Receber;CR034837;2026-03
MOV037383;2026-05-27;Receita;Vendas;Recebimento da venda VEN026922;265.34;Conta a Receber;CR034838;2026-03
MOV037384;2026-04-27;Receita;Vendas;Recebimento da venda VEN026923;265.34;Conta a Receber;CR034839;2026-03
MOV037385;2026-03-19;Receita;Vendas;Recebimento da venda VEN026924;265.34;Conta a Receber;CR034840;2026-03
MOV037386;2026-03-30;Receita;Vendas;Recebimento da venda VEN026925;504.15;Conta a Receber;CR034841;2026-03
MOV037387;2026-03-25;Receita;Vendas;Recebimento da venda VEN026926;265.34;Conta a Receber;CR034842;2026-03
MOV037388;2026-04-04;Receita;Vendas;Recebimento da venda VEN026927;265.34;Conta a Receber;CR034843;2026-03
MOV037389;2026-03-05;Receita;Vendas;Recebimento da venda VEN026928;796.02;Conta a Receber;CR034844;2026-03
MOV037390;2026-04-14;Receita;Vendas;Recebimento da venda VEN026929;252.07;Conta a Receber;CR034845;2026-03
MOV037391;2026-03-27;Receita;Vendas;Recebimento da venda VEN026930;265.34;Conta a Receber;CR034846;2026-03
MOV037392;2026-04-02;Receita;Vendas;Recebimento da venda VEN026931;265.34;Conta a Receber;CR034847;2026-03
MOV037393;2026-04-28;Receita;Vendas;Recebimento da venda VEN026932;265.34;Conta a Receber;CR034848;2026-03
MOV037394;2026-05-29;Receita;Vendas;Recebimento da venda VEN026932;265.34;Conta a Receber;CR034849;2026-03
MOV037395;2026-04-27;Receita;Vendas;Recebimento da venda VEN026933;796.02;Conta a Receber;CR034850;2026-03
MOV037396;2026-04-07;Receita;Vendas;Recebimento da venda VEN026934;265.34;Conta a Receber;CR034851;2026-03
MOV037397;2026-03-09;Receita;Vendas;Recebimento da venda VEN026935;572.92;Conta a Receber;CR034852;2026-03
MOV037398;2026-03-25;Receita;Vendas;Recebimento da venda VEN026936;859.38;Conta a Receber;CR034853;2026-03
MOV037399;2026-03-18;Receita;Vendas;Recebimento da venda VEN026937;572.92;Conta a Receber;CR034854;2026-03
MOV037400;2026-03-14;Receita;Vendas;Recebimento da venda VEN026938;272.14;Conta a Receber;CR034855;2026-03
MOV037401;2026-04-14;Receita;Vendas;Recebimento da venda VEN026939;143.23;Conta a Receber;CR034856;2026-03
MOV037402;2026-05-14;Receita;Vendas;Recebimento da venda VEN026939;143.23;Conta a Receber;CR034857;2026-03
MOV037403;2026-04-23;Receita;Vendas;Recebimento da venda VEN026940;286.46;Conta a Receber;CR034858;2026-03
MOV037404;2026-03-21;Receita;Vendas;Recebimento da venda VEN026941;286.46;Conta a Receber;CR034859;2026-03
MOV037405;2026-03-18;Receita;Vendas;Recebimento da venda VEN026942;286.46;Conta a Receber;CR034860;2026-03
MOV037406;2026-03-17;Receita;Vendas;Recebimento da venda VEN026943;286.46;Conta a Receber;CR034861;2026-03
MOV037407;2026-03-30;Receita;Vendas;Recebimento da venda VEN026944;126.8;Conta a Receber;CR034862;2026-03
MOV037408;2026-04-11;Receita;Vendas;Recebimento da venda VEN026945;126.8;Conta a Receber;CR034863;2026-03
MOV037409;2026-04-16;Receita;Vendas;Recebimento da venda VEN026946;84.53;Conta a Receber;CR034864;2026-03
MOV037410;2026-05-16;Receita;Vendas;Recebimento da venda VEN026946;84.53;Conta a Receber;CR034865;2026-03
MOV037411;2026-06-15;Receita;Vendas;Recebimento da venda VEN026946;84.54;Conta a Receber;CR034866;2026-03
MOV037412;2026-04-04;Receita;Vendas;Recebimento da venda VEN026947;126.8;Conta a Receber;CR034867;2026-03
MOV037413;2026-03-06;Receita;Vendas;Recebimento da venda VEN026948;380.4;Conta a Receber;CR034868;2026-03
MOV037414;2026-03-28;Receita;Vendas;Recebimento da venda VEN026949;380.4;Conta a Receber;CR034869;2026-03
MOV037415;2026-03-30;Receita;Vendas;Recebimento da venda VEN026950;253.6;Conta a Receber;CR034870;2026-03
MOV037416;2026-03-26;Receita;Vendas;Recebimento da venda VEN026951;217.92;Conta a Receber;CR034871;2026-03
MOV037417;2026-03-20;Receita;Vendas;Recebimento da venda VEN026952;435.84;Conta a Receber;CR034872;2026-03
MOV037418;2026-04-08;Receita;Vendas;Recebimento da venda VEN026953;435.84;Conta a Receber;CR034873;2026-03
MOV037419;2026-04-09;Receita;Vendas;Recebimento da venda VEN026954;435.84;Conta a Receber;CR034874;2026-03
MOV037420;2026-05-07;Receita;Vendas;Recebimento da venda VEN026954;435.84;Conta a Receber;CR034875;2026-03
MOV037421;2026-04-28;Receita;Vendas;Recebimento da venda VEN026955;72.64;Conta a Receber;CR034876;2026-03
MOV037422;2026-05-27;Receita;Vendas;Recebimento da venda VEN026955;72.64;Conta a Receber;CR034877;2026-03
MOV037423;2026-06-26;Receita;Vendas;Recebimento da venda VEN026955;72.64;Conta a Receber;CR034878;2026-03
MOV037424;2026-04-02;Receita;Vendas;Recebimento da venda VEN026956;108.96;Conta a Receber;CR034879;2026-03
MOV037425;2026-05-02;Receita;Vendas;Recebimento da venda VEN026956;108.96;Conta a Receber;CR034880;2026-03
MOV037426;2026-04-26;Receita;Vendas;Recebimento da venda VEN026957;217.92;Conta a Receber;CR034881;2026-03
MOV037427;2026-04-09;Receita;Vendas;Recebimento da venda VEN026958;43.82;Conta a Receber;CR034882;2026-03
MOV037428;2026-05-11;Receita;Vendas;Recebimento da venda VEN026958;43.82;Conta a Receber;CR034883;2026-03
MOV037429;2026-06-10;Receita;Vendas;Recebimento da venda VEN026958;43.82;Conta a Receber;CR034884;2026-03
MOV037430;2026-03-31;Receita;Vendas;Recebimento da venda VEN026959;87.64;Conta a Receber;CR034885;2026-03
MOV037431;2026-04-30;Receita;Vendas;Recebimento da venda VEN026959;87.64;Conta a Receber;CR034886;2026-03
MOV037432;2026-05-30;Receita;Vendas;Recebimento da venda VEN026959;87.64;Conta a Receber;CR034887;2026-03
MOV037433;2026-03-01;Receita;Vendas;Recebimento da venda VEN026960;262.92;Conta a Receber;CR034888;2026-03
MOV037434;2026-04-07;Receita;Vendas;Recebimento da venda VEN026961;499.55;Conta a Receber;CR034889;2026-03
MOV037435;2026-04-04;Receita;Vendas;Recebimento da venda VEN026962;525.84;Conta a Receber;CR034890;2026-03
MOV037436;2026-04-10;Receita;Vendas;Recebimento da venda VEN026963;394.38;Conta a Receber;CR034891;2026-03
MOV037437;2026-03-29;Receita;Vendas;Recebimento da venda VEN026964;176.65;Conta a Receber;CR034892;2026-03
MOV037438;2026-04-03;Receita;Vendas;Recebimento da venda VEN026965;176.65;Conta a Receber;CR034893;2026-03
MOV037439;2026-04-24;Receita;Vendas;Recebimento da venda VEN026966;176.65;Conta a Receber;CR034894;2026-03
MOV037440;2026-04-16;Receita;Vendas;Recebimento da venda VEN026967;176.65;Conta a Receber;CR034895;2026-03
MOV037441;2026-03-18;Receita;Vendas;Recebimento da venda VEN026968;176.65;Conta a Receber;CR034896;2026-03
MOV037442;2026-05-01;Receita;Vendas;Recebimento da venda VEN026969;235.53;Conta a Receber;CR034897;2026-03
MOV037443;2026-05-30;Receita;Vendas;Recebimento da venda VEN026969;235.53;Conta a Receber;CR034898;2026-03
MOV037444;2026-07-01;Receita;Vendas;Recebimento da venda VEN026969;235.54;Conta a Receber;CR034899;2026-03
MOV037445;2026-03-11;Receita;Vendas;Recebimento da venda VEN026970;165.52;Conta a Receber;CR034900;2026-03
MOV037446;2026-03-20;Receita;Vendas;Recebimento da venda VEN026971;82.76;Conta a Receber;CR034901;2026-03
MOV037447;2026-04-12;Receita;Vendas;Recebimento da venda VEN026972;82.76;Conta a Receber;CR034902;2026-03
MOV037448;2026-05-12;Receita;Vendas;Recebimento da venda VEN026972;82.76;Conta a Receber;CR034903;2026-03
MOV037449;2026-06-11;Receita;Vendas;Recebimento da venda VEN026972;82.76;Conta a Receber;CR034904;2026-03
MOV037450;2026-03-11;Receita;Vendas;Recebimento da venda VEN026973;82.76;Conta a Receber;CR034905;2026-03
MOV037451;2026-03-04;Receita;Vendas;Recebimento da venda VEN026974;82.76;Conta a Receber;CR034906;2026-03
MOV037452;2026-03-08;Receita;Vendas;Recebimento da venda VEN026975;82.76;Conta a Receber;CR034907;2026-03
MOV037453;2026-03-04;Receita;Vendas;Recebimento da venda VEN026976;82.76;Conta a Receber;CR034908;2026-03
MOV037454;2026-03-01;Receita;Vendas;Recebimento da venda VEN026977;82.76;Conta a Receber;CR034909;2026-03
MOV037455;2026-04-16;Receita;Vendas;Recebimento da venda VEN026978;235.87;Conta a Receber;CR034910;2026-03
MOV037456;2026-04-22;Receita;Vendas;Recebimento da venda VEN026979;135.8;Conta a Receber;CR034911;2026-03
MOV037457;2026-05-23;Receita;Vendas;Recebimento da venda VEN026979;135.8;Conta a Receber;CR034912;2026-03
MOV037458;2026-04-05;Receita;Vendas;Recebimento da venda VEN026980;129.01;Conta a Receber;CR034913;2026-03
MOV037459;2026-03-26;Receita;Vendas;Recebimento da venda VEN026981;271.6;Conta a Receber;CR034914;2026-03
MOV037460;2026-04-29;Receita;Vendas;Recebimento da venda VEN026982;271.6;Conta a Receber;CR034915;2026-03
MOV037461;2026-03-31;Receita;Vendas;Recebimento da venda VEN026983;135.8;Conta a Receber;CR034916;2026-03
MOV037462;2026-03-16;Receita;Vendas;Recebimento da venda VEN026984;135.8;Conta a Receber;CR034917;2026-03
MOV037463;2026-04-18;Receita;Vendas;Recebimento da venda VEN026985;129.01;Conta a Receber;CR034918;2026-03
MOV037464;2026-03-27;Receita;Vendas;Recebimento da venda VEN026986;135.8;Conta a Receber;CR034919;2026-03
MOV037465;2026-03-31;Receita;Vendas;Recebimento da venda VEN026987;516.04;Conta a Receber;CR034920;2026-03
MOV037466;2026-04-27;Receita;Vendas;Recebimento da venda VEN026988;271.6;Conta a Receber;CR034921;2026-03
MOV037467;2026-04-18;Receita;Vendas;Recebimento da venda VEN026989;129.01;Conta a Receber;CR034922;2026-03
MOV037468;2026-03-31;Receita;Vendas;Recebimento da venda VEN026990;78.86;Conta a Receber;CR034923;2026-03
MOV037469;2026-05-02;Receita;Vendas;Recebimento da venda VEN026990;78.85;Conta a Receber;CR034924;2026-03
MOV037470;2026-04-05;Receita;Vendas;Recebimento da venda VEN026991;105.14;Conta a Receber;CR034925;2026-03
MOV037471;2026-05-06;Receita;Vendas;Recebimento da venda VEN026991;105.14;Conta a Receber;CR034926;2026-03
MOV037472;2026-06-03;Receita;Vendas;Recebimento da venda VEN026991;105.14;Conta a Receber;CR034927;2026-03
MOV037473;2026-04-17;Receita;Vendas;Recebimento da venda VEN026992;315.42;Conta a Receber;CR034928;2026-03
MOV037474;2026-04-11;Receita;Vendas;Recebimento da venda VEN026993;157.71;Conta a Receber;CR034929;2026-03
MOV037475;2026-04-02;Receita;Vendas;Recebimento da venda VEN026994;157.71;Conta a Receber;CR034930;2026-03
MOV037476;2026-03-12;Receita;Vendas;Recebimento da venda VEN026995;630.84;Conta a Receber;CR034931;2026-03
MOV037477;2026-03-26;Receita;Vendas;Recebimento da venda VEN026996;299.65;Conta a Receber;CR034932;2026-03
MOV037478;2026-04-07;Receita;Vendas;Recebimento da venda VEN026997;299.65;Conta a Receber;CR034933;2026-03
MOV037479;2026-04-10;Receita;Vendas;Recebimento da venda VEN026998;299.65;Conta a Receber;CR034934;2026-03
MOV037480;2026-04-09;Receita;Vendas;Recebimento da venda VEN026999;126.47;Conta a Receber;CR034935;2026-03
MOV037481;2026-05-11;Receita;Vendas;Recebimento da venda VEN026999;126.48;Conta a Receber;CR034936;2026-03
MOV037482;2026-03-27;Receita;Vendas;Recebimento da venda VEN027000;758.84;Conta a Receber;CR034937;2026-03
MOV037483;2026-04-11;Receita;Vendas;Recebimento da venda VEN027001;88.75;Conta a Receber;CR034938;2026-03
MOV037484;2026-05-11;Receita;Vendas;Recebimento da venda VEN027001;88.75;Conta a Receber;CR034939;2026-03
MOV037485;2026-06-09;Receita;Vendas;Recebimento da venda VEN027001;88.76;Conta a Receber;CR034940;2026-03
MOV037486;2026-04-30;Receita;Vendas;Recebimento da venda VEN027002;505.89;Conta a Receber;CR034941;2026-03
MOV037487;2026-03-24;Receita;Vendas;Recebimento da venda VEN027003;532.52;Conta a Receber;CR034942;2026-03
MOV037488;2026-04-03;Receita;Vendas;Recebimento da venda VEN027004;88.75;Conta a Receber;CR034943;2026-03
